Laser settings:
	Diode frequency:	5 Hz
	Pulses fired:		10
	Q-Switch blanking:	5
	Q-Switch delay:		201 μs
	Q-Switch presync:	1 μs
Spectrometer settings:
	Integration time:	0.0090 ms
	Integration delay:	0.000 ns
	Averaging:		1
	Trigger mode:		External
	Dynamic Dark Correction:		Disabled


wavelength,intensity
184.9409,627.0
185.0142,578.0
185.0875,654.0
185.1608,618.0
185.2341,673.0
185.3074,567.0
185.3807,725.0
185.454,647.0
185.5273,685.0
185.6006,616.0
185.6739,683.0
185.7472,614.0
185.8205,689.0
185.8938,606.0
185.9671,708.0
186.0403,589.0
186.1136,669.0
186.1869,636.0
186.2601,711.0
186.3334,570.0
186.4067,684.0
186.4799,604.0
186.5532,684.0
186.6265,621.0
186.6997,675.0
186.773,614.0
186.8462,680.0
186.9195,614.0
186.9928,688.0
187.066,625.0
187.1392,685.0
187.2125,598.0
187.2857,695.0
187.3589,624.0
187.4322,698.0
187.5054,634.0
187.5786,685.0
187.6519,647.0
187.7251,696.0
187.7983,659.0
187.8715,701.0
187.9447,652.0
188.018,727.0
188.0912,648.0
188.1644,701.0
188.2376,654.0
188.3108,728.0
188.384,621.0
188.4572,706.0
188.5304,670.0
188.6036,677.0
188.6768,642.0
188.75,732.0
188.8232,637.0
188.8963,705.0
188.9695,634.0
189.0427,727.0
189.1159,666.0
189.1891,690.0
189.2623,662.0
189.3354,753.0
189.4086,657.0
189.4818,717.0
189.5549,647.0
189.6281,715.0
189.7012,650.0
189.7744,730.0
189.8476,634.0
189.9207,747.0
189.9939,695.0
190.067,695.0
190.1402,673.0
190.2133,735.0
190.2864,671.0
190.3596,713.0
190.4327,663.0
190.5059,688.0
190.579,689.0
190.6521,737.0
190.7253,656.0
190.7984,719.0
190.8715,670.0
190.9446,704.0
191.0177,688.0
191.0908,748.0
191.164,605.0
191.2371,773.0
191.3102,688.0
191.3833,750.0
191.4564,654.0
191.5295,754.0
191.6026,642.0
191.6757,766.0
191.7488,625.0
191.8219,751.0
191.895,695.0
191.968,719.0
